,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,staffExperience,writersExperience,directorsExperience,budget,revenue
381979,tt0398017,movie,Derailed,Derailed,0,2005.0,108.0,"Crime,Drama,Thriller",40,8,4,22000000,57479076
381989,tt0398027,movie,Down in the Valley,Down in the Valley,0,2005.0,108.0,"Drama,Romance,Thriller",40,4,4,8000000,852872
382123,tt0398165,movie,The Longest Yard,The Longest Yard,0,2005.0,113.0,"Comedy,Crime,Sport",40,12,4,82000000,233328643
382241,tt0398286,movie,Tangled,Tangled,0,2010.0,100.0,"Adventure,Animation,Comedy",40,12,8,260000000,591794936
382329,tt0398375,movie,Rumor Has It...,Rumor Has It...,0,2005.0,97.0,"Comedy,Drama,Romance",40,4,4,70000000,88933562
382514,tt0398563,movie,Sky High,Sky High,0,2003.0,122.0,"Action,Fantasy,Horror",40,16,4,35000000,86369815
382660,tt0398712,movie,Assault on Precinct 13,Assault on Precinct 13,0,2005.0,109.0,"Action,Crime,Drama",40,8,4,30150000,35294470
382754,tt0398808,movie,Bridge to Terabithia,Bridge to Terabithia,0,2007.0,96.0,"Drama,Family,Fantasy",39,11,4,60000000,137587063
382857,tt0398913,movie,DOA: Dead or Alive,DOA: Dead or Alive,0,2006.0,87.0,"Action,Adventure,Mystery",40,12,4,21000000,480314
383084,tt0399146,movie,A History of Violence,A History of Violence,0,2005.0,96.0,"Drama,Thriller",38,10,4,32000000,60740827
383139,tt0399201,movie,The Island,The Island,0,2005.0,136.0,"Action,Sci-Fi,Thriller",40,12,4,126000000,162949164
383230,tt0399295,movie,Lord of War,Lord of War,0,2005.0,122.0,"Action,Crime,Drama",40,4,4,42000000,24127895
384064,tt0400150,movie,Alive,Alive,0,2004.0,85.0,"Comedy,Drama,Musical",40,12,4,32000000,36733909
384398,tt0400497,movie,Herbie Fully Loaded,Herbie Fully Loaded,0,2005.0,101.0,"Adventure,Comedy,Family",40,24,4,50000000,66002004
384610,tt0400717,movie,Open Season,Open Season,0,2006.0,86.0,"Adventure,Animation,Comedy",40,40,12,85000000,197309027
385323,tt0401445,movie,A Good Year,A Good Year,0,2006.0,117.0,"Comedy,Drama,Romance",40,8,4,35000000,42064105
385603,tt0401729,movie,John Carter,John Carter,0,2012.0,132.0,"Action,Adventure,Sci-Fi",40,16,4,260000000,284139100
385665,tt0401792,movie,Sin City,Sin City,0,2005.0,124.0,"Crime,Thriller",40,4,12,40000000,158733820
385688,tt0401815,movie,Tamara,Tamara,0,2005.0,98.0,"Drama,Fantasy,Horror",40,4,4,4750000,206871
385728,tt0401855,movie,Underworld: Evolution,Underworld: Evolution,0,2006.0,106.0,"Action,Fantasy,Thriller",40,12,4,50000000,111340801
386261,tt0402399,movie,The New World,The New World,0,2005.0,135.0,"Biography,Drama,History",40,4,4,30000000,30536013
386750,tt0402901,movie,The Cave,The Cave,0,2005.0,97.0,"Action,Adventure,Horror",40,8,4,30000000,15007991
386759,tt0402910,movie,Chaos,Chaos,0,2005.0,106.0,"Action,Crime,Drama",40,4,4,12000000,10289
387342,tt0403508,movie,The Sisterhood of the Traveling Pants,The Sisterhood of the Traveling Pants,0,2005.0,119.0,"Comedy,Drama,Romance",40,12,4,25000000,39053061
387757,tt0403935,movie,Action Jackson,Action Jackson,0,2014.0,144.0,"Action,Thriller",39,11,4,7000000,20256975
387853,tt0404032,movie,The Exorcism of Emily Rose,The Exorcism of Emily Rose,0,2005.0,119.0,"Drama,Horror,Thriller",40,8,4,19000000,144216468
388176,tt0404362,movie,Redemption,Redemption,0,2004.0,108.0,Drama,23,8,4,20000000,8352885
388204,tt0404390,movie,Running Scared,Running Scared,0,2006.0,122.0,"Action,Crime,Drama",40,4,4,15000000,9500000
388943,tt0405159,movie,Million Dollar Baby,Million Dollar Baby,0,2004.0,132.0,"Drama,Sport",38,6,4,30000000,216763646
389078,tt0405296,movie,A Scanner Darkly,A Scanner Darkly,0,2006.0,100.0,"Animation,Crime,Drama",40,8,4,8500000,5480996
389105,tt0405325,movie,Sky High,Sky High,0,2005.0,100.0,"Adventure,Comedy,Family",40,12,4,35000000,86369815
389116,tt0405336,movie,Southland Tales,Southland Tales,0,2006.0,145.0,"Comedy,Drama,Mystery",39,4,4,17000000,374743
389197,tt0405422,movie,The 40-Year-Old Virgin,The 40 Year Old Virgin,0,2005.0,116.0,"Comedy,Romance",40,8,4,26000000,109449237
389243,tt0405469,movie,The Wild,The Wild,0,2006.0,95.0,"Adventure,Animation,Comedy",40,40,4,80000000,37384046
389447,tt0405676,movie,All the King's Men,All the King's Men,0,2006.0,128.0,"Drama,Thriller",38,8,4,55000000,9450897
389747,tt0405977,movie,Chaos,Chaos,0,2005.0,74.0,"Horror,Thriller",32,8,4,12000000,10289
390137,tt0406375,movie,Zathura: A Space Adventure,Zathura: A Space Adventure,0,2005.0,101.0,"Action,Adventure,Comedy",40,12,4,65000000,64321501
390513,tt0406759,movie,The Eye,The Eye,0,2008.0,98.0,"Drama,Horror,Mystery",40,16,8,12000000,56309766
390569,tt0406816,movie,The Guardian,The Guardian,0,2006.0,139.0,"Action,Adventure,Drama",40,4,4,70000000,72049619
390997,tt0407265,movie,Transamerica,Transamerica,0,2005.0,103.0,"Adventure,Comedy,Drama",40,4,4,1000000,13350369
391036,tt0407304,movie,War of the Worlds,War of the Worlds,0,2005.0,116.0,"Adventure,Sci-Fi,Thriller",40,12,4,132000000,591739379
391603,tt0407887,movie,The Departed,The Departed,0,2006.0,151.0,"Crime,Drama,Thriller",40,12,4,90000000,289847354
391940,tt0408236,movie,Sweeney Todd: The Demon Barber of Fleet Street,Sweeney Todd: The Demon Barber of Fleet Street,0,2007.0,116.0,"Drama,Horror,Musical",40,12,4,50000000,152000000
392005,tt0408306,movie,Munich,Munich,0,2005.0,164.0,"Action,Drama,History",40,12,4,70000000,130358911
392044,tt0408345,movie,Firewall,Firewall,0,2006.0,105.0,"Crime,Thriller",40,4,4,45000000,82800000
392218,tt0408524,movie,Bad News Bears,Bad News Bears,0,2005.0,113.0,"Comedy,Sport",38,12,4,30000000,34252847
392472,tt0408790,movie,Flightplan,Flightplan,0,2005.0,98.0,"Drama,Mystery,Thriller",40,8,4,55000000,223387299
392520,tt0408839,movie,The Heartbreak Kid,The Heartbreak Kid,0,2007.0,116.0,"Comedy,Romance",40,28,8,60000000,127766650
392661,tt0408985,movie,Last Holiday,Last Holiday,0,2006.0,112.0,"Comedy,Romance",40,12,4,45000000,38399961
392857,tt0409182,movie,Poseidon,Poseidon,0,2006.0,98.0,"Action,Adventure,Thriller",40,8,4,160000000,181674817
393017,tt0409345,movie,Surveillance,Surveillance,0,2008.0,97.0,"Crime,Drama,Mystery",39,8,4,3500000,1115493
393127,tt0409459,movie,Watchmen,Watchmen,0,2009.0,162.0,"Action,Drama,Mystery",40,16,4,130000000,185258983
393506,tt0409847,movie,Cowboys & Aliens,Cowboys & Aliens,0,2011.0,119.0,"Action,Sci-Fi,Thriller",40,28,4,163000000,174822325
393753,tt0410097,movie,Hustle & Flow,Hustle & Flow,0,2005.0,116.0,"Crime,Drama,Music",40,4,4,8000000,22201636
393951,tt0410297,movie,The Lake House,The Lake House,0,2006.0,99.0,"Drama,Fantasy,Romance",40,12,4,40000000,114830111
394030,tt0410377,movie,Nim's Island,Nim's Island,0,2008.0,96.0,"Adventure,Family,Fantasy",38,18,8,37000000,100076342
394703,tt0411061,movie,88 Minutes,88 Minutes,0,2007.0,108.0,"Crime,Drama,Mystery",40,4,4,30000000,16930884
395105,tt0411477,movie,Hellboy II: The Golden Army,Hellboy II: The Golden Army,0,2008.0,120.0,"Action,Adventure,Fantasy",40,8,4,85000000,160388063
395328,tt0411705,movie,9 Songs,9 Songs,0,2004.0,71.0,"Drama,Music,Romance",32,4,4,1000000,332323
395636,tt0412019,movie,Broken Flowers,Broken Flowers,0,2005.0,106.0,"Comedy,Drama,Mystery",37,9,4,10000000,45742101
396145,tt0412536,movie,Brideshead Revisited,Brideshead Revisited,0,2008.0,134.0,"Drama,Romance",40,12,4,20000000,13204291
396181,tt0412572,movie,Chaos,Chaos,0,2006.0,124.0,Drama,37,4,4,12000000,10289
396396,tt0412791,movie,Gravity,Gravity,0,2004.0,83.0,Drama,30,8,4,105000000,716392705
396696,tt0413099,movie,Evan Almighty,Evan Almighty,0,2007.0,96.0,"Comedy,Family,Fantasy",40,20,4,175000000,173000000
396862,tt0413267,movie,Shrek the Third,Shrek the Third,0,2007.0,93.0,"Adventure,Animation,Comedy",40,40,8,160000000,798958165
396895,tt0413300,movie,Spider-Man 3,Spider-Man 3,0,2007.0,139.0,"Action,Adventure,Sci-Fi",40,20,4,258000000,890871626
397455,tt0413879,movie,Cake,Cake,0,2005.0,94.0,"Comedy,Romance",40,4,4,7000000,2360281
397471,tt0413895,movie,Charlotte's Web,Charlotte's Web,0,2006.0,97.0,"Adventure,Comedy,Family",40,16,4,85000000,144
397624,tt0414055,movie,Elizabeth: The Golden Age,Elizabeth: The Golden Age,0,2007.0,114.0,"Biography,Drama,History",40,8,4,25000000,74237563
397946,tt0414387,movie,Pride & Prejudice,Pride & Prejudice,0,2005.0,129.0,"Drama,Romance",40,12,4,28000000,121147947
398398,tt0414852,movie,District B13,Banlieue 13,0,2004.0,84.0,"Action,Crime,Sci-Fi",40,8,4,12000000,9584131
398399,tt0414853,movie,Barnyard,Barnyard,0,2006.0,90.0,"Adventure,Animation,Comedy",40,4,4,51000000,72779000
398490,tt0414951,movie,The Quiet,The Quiet,0,2005.0,96.0,"Crime,Drama,Thriller",40,8,4,900000,381420
398519,tt0414982,movie,Final Destination 3,Final Destination 3,0,2006.0,93.0,"Fantasy,Horror,Thriller",40,12,4,25000000,117719158
398530,tt0414993,movie,The Fountain,The Fountain,0,2006.0,97.0,"Drama,Mystery,Romance",40,8,4,35000000,15304890
398772,tt0415245,movie,Rock Star,Rock Star,0,2004.0,56.0,Drama,27,4,4,57000000,16991902
398832,tt0415306,movie,Talladega Nights: The Ballad of Ricky Bobby,Talladega Nights: The Ballad of Ricky Bobby,0,2006.0,108.0,"Comedy,Sport",40,8,4,72500000,162966177
399310,tt0415806,movie,Fool's Gold,Fool's Gold,0,2005.0,90.0,Comedy,29,8,4,70000000,111231041
399703,tt0416212,movie,The Secret Life of Bees,The Secret Life of Bees,0,2008.0,114.0,Drama,40,8,4,11000000,38105395
399727,tt0416236,movie,The Spiderwick Chronicles,The Spiderwick Chronicles,0,2008.0,96.0,"Action,Adventure,Drama",40,20,4,90000000,162839667
399801,tt0416315,movie,Wolf Creek,Wolf Creek,0,2005.0,99.0,"Horror,Thriller",40,4,4,1000000,27762648
399806,tt0416320,movie,Match Point,Match Point,0,2005.0,124.0,"Drama,Romance,Thriller",40,4,4,15000000,85306374
399934,tt0416449,movie,300,300,0,2006.0,117.0,"Action,Drama",37,17,4,65000000,422610419
399991,tt0416508,movie,Becoming Jane,Becoming Jane,0,2007.0,120.0,"Biography,Drama,Romance",40,12,4,16500000,37311672
400476,tt0417001,movie,Must Love Dogs,Must Love Dogs,0,2005.0,98.0,"Comedy,Romance",37,5,4,30000000,58405313
400571,tt0417096,movie,Room,Room,0,2005.0,75.0,"Drama,Mystery",36,4,4,6000000,35401758
400622,tt0417148,movie,Snakes on a Plane,Snakes on a Plane,0,2006.0,105.0,"Action,Adventure,Crime",40,12,4,33000000,62022014
400686,tt0417217,movie,Two for the Money,Two for the Money,0,2005.0,122.0,"Crime,Drama,Sport",39,4,4,35000000,30526509
400900,tt0417433,movie,Annapolis,Annapolis,0,2006.0,108.0,"Drama,Romance,Sport",40,4,4,26000000,17496992
401202,tt0417741,movie,Harry Potter and the Half-Blood Prince,Harry Potter and the Half-Blood Prince,0,2009.0,153.0,"Action,Adventure,Family",40,8,4,250000000,933959197
401557,tt0418110,movie,Romanzo Criminale,Romanzo criminale,0,2005.0,152.0,"Crime,Drama",40,16,4,818418,4851244
401716,tt0418279,movie,Transformers,Transformers,0,2007.0,144.0,"Action,Adventure,Sci-Fi",40,12,4,150000000,709709780
402119,tt0418689,movie,Flags of Our Fathers,Flags of Our Fathers,0,2006.0,135.0,"Action,Adventure,Drama",39,15,4,90000000,65900249
402190,tt0418763,movie,Jarhead,Jarhead,0,2005.0,125.0,"Action,Biography,Drama",40,8,4,72000000,96889998
402244,tt0418819,movie,Land of the Dead,Land of the Dead,0,2005.0,93.0,"Horror,Sci-Fi,Thriller",38,4,4,15000000,46770602
402711,tt0419294,movie,The Three Burials of Melquiades Estrada,The Three Burials of Melquiades Estrada,0,2005.0,121.0,"Adventure,Crime,Drama",40,4,4,15000000,12036149
403099,tt0419692,movie,Disconnect,Disconnect,0,2010.0,112.0,"Drama,Mystery,Sci-Fi",40,4,4,10000000,3428048
403113,tt0419706,movie,Doom,Doom,0,2005.0,105.0,"Action,Horror,Sci-Fi",40,8,4,60000000,55987321
403247,tt0419843,movie,In the Land of Women,In the Land of Women,0,2007.0,97.0,"Comedy,Drama,Romance",40,4,4,10000000,17500000
403290,tt0419887,movie,The Kite Runner,The Kite Runner,0,2007.0,128.0,Drama,38,8,4,20000000,73276047
403348,tt0419946,movie,The Marine,The Marine,0,2006.0,92.0,"Action,Comedy,Drama",37,8,4,20000000,22165608
403617,tt0420223,movie,Stranger Than Fiction,Stranger Than Fiction,0,2006.0,113.0,"Comedy,Drama,Fantasy",40,4,4,30000000,53653224
403632,tt0420238,movie,The Tale of Despereaux,The Tale of Despereaux,0,2008.0,93.0,"Adventure,Animation,Comedy",40,16,8,60000000,50877145
403996,tt0420609,movie,Infamous,Infamous,0,2006.0,110.0,"Biography,Crime,Drama",40,8,4,13000000,1151330
404428,tt0421054,movie,Domino,Domino,0,2005.0,127.0,"Action,Biography,Crime",40,8,4,50000000,22944502
404446,tt0421073,movie,Street Kings,Street Kings,0,2008.0,109.0,"Action,Crime,Drama",39,11,4,20000000,65569869
404455,tt0421082,movie,Control,Control,0,2007.0,122.0,"Biography,Drama,Music",37,6,4,6800000,8159508
404572,tt0421206,movie,Gridiron Gang,Gridiron Gang,0,2006.0,125.0,"Biography,Crime,Drama",40,8,4,30000000,41480851
404603,tt0421238,movie,The Proposition,The Proposition,0,2005.0,104.0,"Crime,Drama,Western",40,4,4,2000000,5048693
404604,tt0421239,movie,Red Eye,Red Eye,0,2005.0,85.0,Thriller,37,5,4,26000000,57891803
405068,tt0421715,movie,The Curious Case of Benjamin Button,The Curious Case of Benjamin Button,0,2008.0,166.0,"Drama,Fantasy,Romance",40,12,4,150000000,333932083
405082,tt0421729,movie,Big Momma's House 2,Big Momma's House 2,0,2006.0,99.0,"Comedy,Crime",40,8,4,40000000,138259062
405643,tt0422295,movie,Fur: An Imaginary Portrait of Diane Arbus,Fur: An Imaginary Portrait of Diane Arbus,0,2006.0,122.0,"Biography,Drama,Romance",40,8,4,16800000,2281089
406061,tt0422720,movie,Marie Antoinette,Marie Antoinette,0,2006.0,123.0,"Biography,Drama,History",40,4,4,40000000,60474340
406501,tt0423169,movie,Sherrybaby,Sherrybaby,0,2006.0,96.0,Drama,40,4,4,2000000,622806
406624,tt0423294,movie,Surf's Up,Surf's Up,0,2007.0,85.0,"Animation,Comedy,Family",40,24,8,85000000,149044513
407410,tt0424095,movie,Flushed Away,Flushed Away,0,2006.0,85.0,"Adventure,Animation,Comedy",40,28,8,149000000,64459316
407451,tt0424136,movie,Hard Candy,Hard Candy,0,2005.0,104.0,"Drama,Thriller",40,4,4,950000,7022209
407655,tt0424345,movie,Clerks II,Clerks II,0,2006.0,97.0,Comedy,36,4,4,5000000,26888376
407675,tt0424365,movie,Promised Land,Promised Land,0,2004.0,88.0,"Drama,Thriller",37,8,4,15000000,8138788
408290,tt0424993,movie,Employee of the Month,Employee of the Month,0,2006.0,103.0,"Comedy,Romance",38,10,4,12000000,38368909
408358,tt0425061,movie,Get Smart,Get Smart,0,2008.0,110.0,"Action,Adventure,Comedy",40,16,4,80000000,230685453
408416,tt0425123,movie,Just Like Heaven,Just Like Heaven,0,2005.0,95.0,"Comedy,Drama,Fantasy",40,12,4,58000000,102854431
408502,tt0425210,movie,Lucky Number Slevin,Lucky Number Slevin,0,2006.0,110.0,"Crime,Drama,Mystery",40,4,4,27000000,56308881
408695,tt0425413,movie,"Run, Fat Boy, Run",Run Fatboy Run,0,2007.0,100.0,"Comedy,Romance,Sport",40,8,4,10000000,33000000
408712,tt0425430,movie,The Messengers,The Messengers,0,2007.0,90.0,"Horror,Thriller",40,8,8,16000000,1109660
408875,tt0425601,movie,Trailer Park Boys: The Movie,Trailer Park Boys: The Movie,0,2006.0,95.0,"Comedy,Crime",40,8,4,5000000,3833507
409845,tt0426592,movie,Superhero Movie,Superhero Movie,0,2008.0,75.0,"Action,Comedy,Sci-Fi",39,4,4,35000000,25871834
410177,tt0426931,movie,August Rush,August Rush,0,2007.0,114.0,"Drama,Music",40,12,4,25000000,66122026
410394,tt0427152,movie,Dinner for Schmucks,Dinner for Schmucks,0,2010.0,114.0,Comedy,40,12,4,69000000,86387857
410470,tt0427229,movie,Failure to Launch,Failure to Launch,0,2006.0,97.0,"Comedy,Romance",40,8,4,50000000,88715192
410548,tt0427309,movie,The Great Debaters,The Great Debaters,0,2007.0,126.0,"Biography,Drama,Romance",34,6,4,15000000,30226144
410566,tt0427327,movie,Hairspray,Hairspray,0,2007.0,117.0,"Comedy,Drama,Musical",40,16,4,50000000,90450008
410631,tt0427392,movie,The Invasion,The Invasion,0,2007.0,99.0,"Sci-Fi,Thriller",39,7,8,80000000,15071514
410708,tt0427470,movie,The Lookout,The Lookout,0,2007.0,99.0,"Crime,Drama,Thriller",40,4,4,16000000,5367030
411175,tt0427944,movie,Thank You for Smoking,Thank You for Smoking,0,2005.0,92.0,"Comedy,Drama",39,8,4,6500000,24793509
412690,tt0429493,movie,The A-Team,The A-Team,0,2010.0,117.0,"Action,Adventure,Thriller",40,20,4,110000000,177238796
412785,tt0429589,movie,The Ant Bully,The Ant Bully,0,2006.0,88.0,"Adventure,Animation,Comedy",37,5,4,50000000,55181129
412787,tt0429591,movie,Aquamarine,Aquamarine,0,2006.0,110.0,"Comedy,Family,Fantasy",39,12,4,12000000,23006849
413286,tt0430105,movie,Four Brothers,Four Brothers,0,2005.0,109.0,"Action,Crime,Drama",39,7,4,45000000,92374674
413481,tt0430304,movie,Little Man,Little Man,0,2006.0,98.0,"Comedy,Crime",40,12,4,64000000,101595121
413485,tt0430308,movie,Get Rich or Die Tryin',Get Rich or Die Tryin',0,2005.0,117.0,"Biography,Crime,Drama",40,4,4,40000000,46442528
413533,tt0430357,movie,Miami Vice,Miami Vice,0,2006.0,132.0,"Action,Crime,Thriller",40,8,4,135000000,163794509
413936,tt0430770,movie,The Women,The Women,0,2008.0,114.0,"Comedy,Drama",40,16,4,16000000,50007546
414076,tt0430912,movie,Basic Instinct 2,Basic Instinct 2,0,2006.0,114.0,"Drama,Mystery,Thriller",40,12,4,70000000,38629478
414082,tt0430919,movie,The Best Man,The Best Man,0,2005.0,96.0,"Comedy,Romance",38,8,4,20000000,34573780
414085,tt0430922,movie,Role Models,Role Models,0,2008.0,99.0,Comedy,40,20,4,28000000,92380927
414177,tt0431021,movie,The Possession,The Possession,0,2012.0,92.0,"Horror,Mystery,Thriller",39,11,4,14000000,85446075
414343,tt0431197,movie,The Kingdom,The Kingdom,0,2007.0,110.0,"Action,Drama,Thriller",40,4,4,70000000,86658558
414451,tt0431308,movie,P.S. I Love You,P.S. I Love You,0,2007.0,126.0,"Comedy,Drama,Romance",40,12,4,30000000,156835339
415148,tt0432021,movie,Resident Evil: Extinction,Resident Evil: Extinction,0,2007.0,94.0,"Action,Horror,Sci-Fi",39,4,3,45000000,147717833
415401,tt0432283,movie,Fantastic Mr. Fox,Fantastic Mr. Fox,0,2009.0,87.0,"Adventure,Animation,Comedy",40,12,4,40000000,46471023
415407,tt0432289,movie,First Snow,First Snow,0,2006.0,101.0,"Drama,Thriller",40,8,4,8000000,382267
415409,tt0432291,movie,The Fog,The Fog,0,2005.0,100.0,"Horror,Mystery",40,12,4,19000000,67579793
415463,tt0432348,movie,Saw II,Saw II,0,2005.0,93.0,"Fantasy,Horror,Mystery",40,8,4,4000000,152925093
416094,tt0433000,movie,Ouija,Ouija,0,2003.0,104.0,Horror,34,5,3,5000000,102529779
416128,tt0433035,movie,Real Steel,Real Steel,0,2011.0,127.0,"Action,Drama,Sci-Fi",40,16,4,110000000,299268508
416430,tt0433350,movie,Boy Culture,Boy Culture,0,2006.0,88.0,"Drama,Romance",36,8,4,500000,220151
416441,tt0433362,movie,Daybreakers,Daybreakers,0,2009.0,98.0,"Action,Fantasy,Horror",37,8,8,20000000,51416464
416461,tt0433383,movie,"Good Night, and Good Luck.","Good Night, and Good Luck.",0,2005.0,93.0,"Biography,Drama,History",36,8,4,7000000,54600000
416464,tt0433386,movie,The Grudge 2,The Grudge 2,0,2006.0,102.0,"Horror,Thriller",40,8,4,20000000,39143839
416465,tt0433387,movie,Harsh Times,Harsh Times,0,2005.0,116.0,"Action,Crime,Drama",40,4,4,2000000,5967038
416494,tt0433416,movie,The Namesake,The Namesake,0,2006.0,122.0,Drama,40,8,4,12000000,20138836
416519,tt0433442,movie,The Return,The Return,0,2006.0,85.0,"Horror,Mystery,Thriller",40,4,4,15000000,11992014
416720,tt0433656,movie,Twisted,Twisted,0,2003.0,93.0,"Comedy,Horror",24,3,4,50000000,25195000
417267,tt0434215,movie,Flicka,Flicka,0,2006.0,95.0,"Adventure,Drama,Family",40,12,4,15000000,21000000
417458,tt0434409,movie,V for Vendetta,V for Vendetta,0,2005.0,132.0,"Action,Drama,Sci-Fi",40,12,4,54000000,132511035
418565,tt0435528,movie,Whisper,Whisper,0,2007.0,94.0,"Crime,Drama,Horror",39,4,3,12000000,5285197
418656,tt0435623,movie,Conversations with Other Women,Conversations with Other Women,0,2005.0,84.0,"Comedy,Drama,Romance",39,3,4,450000,973525
418682,tt0435651,movie,The Giver,The Giver,0,2014.0,97.0,"Drama,Romance,Sci-Fi",40,12,4,25000000,66980456
418700,tt0435670,movie,The Invisible,The Invisible,0,2007.0,102.0,"Crime,Drama,Fantasy",40,12,4,30000000,26810113
418710,tt0435680,movie,Kidulthood,Kidulthood,0,2006.0,89.0,"Crime,Drama,Romance",40,4,4,994000,165000
418734,tt0435705,movie,Next,Next,0,2007.0,96.0,"Action,Sci-Fi,Thriller",40,16,4,70000000,18211013
418787,tt0435761,movie,Toy Story 3,Toy Story 3,0,2010.0,103.0,"Adventure,Animation,Comedy",40,16,4,200000000,1063171911
419339,tt0436331,movie,Friends with Money,Friends with Money,0,2006.0,88.0,"Comedy,Drama,Romance",40,4,4,6500000,13368437
419347,tt0436339,movie,G-Force,G-Force,0,2009.0,88.0,"Action,Adventure,Comedy",40,16,4,150000000,292817841
419700,tt0436697,movie,The Queen,The Queen,0,2006.0,103.0,"Biography,Drama,History",40,4,4,15000000,123384128
420773,tt0437800,movie,Akeelah and the Bee,Akeelah and the Bee,0,2006.0,112.0,"Drama,Family",38,4,4,8000000,18948425
420920,tt0437954,movie,Virgin Territory,Virgin Territory,0,2007.0,97.0,"Adventure,Comedy,History",39,4,4,38000000,5410749
421053,tt0438097,movie,Ice Age: The Meltdown,Ice Age: The Meltdown,0,2006.0,91.0,"Adventure,Animation,Comedy",39,15,4,80000000,660940780
